ENR	CNR	ADDR	E_YEAR	E_DESCR
289	6	CPRO	1992	Multiplication in glasshouse. Temp: 15-18oC, no artificial light. No treatment: sowing date 6-4, planting data 4-5. Vernalized germinating seeds: sowing date 2-3, planting date 4-5. With foliar gibber.spray 30ppm.: sowing 6-4, planting 4-5.
290	37	CPRO	1991	Sowing date 18/1, planting date 5/3, glashouse, heated, 5 plants per object, experiment G.Pet, rockwool culture, standard: Sonatine.
291	37	CPRO	1992	Sowing date 24/1, planting date 6/3, glashouse, heated, 5 plants per object, experiment G.Pet, rockwool culture, standard: Sonatine.
292	16	ARKAES	1990	Test for resistance to Peronospora farinosa f.sp. spinaciae Race 4. Ca.40 plants per acc. Inocul. 0.8-2.0x10^5 sp./ml. 2 times 10-24 days after planting pre-germinated seeds. R= no spores on cotyl. and leafs. Ref: HortScience 27:1118-1119.
293	7	OLORBI	1992	Screening for susceptibility to clubroot. Glashouse trial, 22-25oC, permanent light, ca. 35 plants/acc., inocul. 10^6 spores/ml., scored 6 weeks after inocul.
294	16	CPRO	1993	Field trial, sowing date 30/31-03, planting date 27-04, planting distance 50x20, 40 plants per object. Location 'de Goor', 11 reference varieties. Mainly landraces, some wild species.
295	6	CPRO	1993	Field trial, sowing date 15-03, planting date 21-04, planting distance 30x30, 40 plants per object. Location 'de Goor', 23 reference varieties. Mainly butterhead.
296	7	ROSLWA	1993	Researcher: Paul Struik. Seedlings at first leaf stage with wounded roots watered with inoculum. Trays in Wisconsin tanks of 25oC. Method according to Paul Williams, 10 plants per accession.
297	4	CGN	1991	Observations on dry seeds.
298	12	NICZWA	1991	Location: Tuitjenhorn. Multiplication in isolation.
299	12	JOORDE	1991	Location: Kessel. Multiplication in isolation.
300	12	TSSEED	1991	Location: H.I.Ambacht. Multiplication in isolation.
301	12	CGN	1991	Locations: Born, Keyenberg, Renkum. Multiplication in isolation.
302	12	BARENO	1991	Locations: Wolfheze. Multiplication in isolation.
303	12	CGN	1992	Location: Born and Keyenberg. Multiplication in isolation.
304	12	NUNHEM	1992	Location: Haelen. Multiplication in insectfree gaze cage.
305	12	CGN	1993	Location: Elst. Multiplication in isolation.
306	6	CPRO	1993	Multiplication in glasshouse. Temp: 15-18oC, no artif.light. No treatm.: sowing 22/3, planting 20/4. Vernalisation germinating seeds: sowing 15/2, planting 40/4. Foliar gibb. spray 20ppm: sowing 22/3, planting 20/4.
796	1	WURNIK	2009	Greenhouse experiment,  inoculation of first leaf, 12 days after sowing. Scoring 12 - 16 days after inoculation according to McNeal et al (1971)
838	40	ENZALA	2012	Regeneration of cucumber with 9 plants per accession. Total number of accessions is 10. Substrate system in pots in greenhouse. Planting in March 2012
839	40	NUNPEL	2012	Regeneration of cucumber with 10 plants per accession. Total number of accessions is 17. Substrate system in greenhouse. Sowing: 6 February 2012, harvest: May 2012
840	40	RZWATA	2012	Regeneration of cucumber with 10 plants per accession. Total number of accessions is 21. Soil in greenhouse. Sowing: 20 January 2012, Planting date:13 March 2012 harvest: May 2012
841	38	CGN	2012	Regeneration of pepper with 6-10 plants per accession. Total number of accessions is 37. Substrate system in greenhouse. Sowingdate: 19-3-2012, Plantingdate 9-5-2012
842	38	ENZLIN	2012	Regeneration of pepper with 14 plants per accession. Total number of accessions is 24. Soil in greenhouse. Harvest: August 2012
843	38	NUNPEL	2012	Regeneration of pepper with  9 plants per accession in greenhouse. Total number of accessions is 11. Sowingdate: 22-6-2012 , Plantingdate 26-7-2012
844	38	RZWATA	2012	Regeneration of pepper with   15 plants per accession. Total number of accessions is 12. Substrate system in pots in greenhouse. Sowing date: 07-03-2012, Plant date:26-04-2012
845	38	RZWATA	2012	Regeneration of tomato with  4-8 plants per accession. Total number of accessions is 15. Substrate in insectfree greenhouse. sowingdate:20-12-2011, plantingdate:19-01-2012
846	51	CGN	2011	Regeneration of Scorzonera (black salsify) with 40-90 plants per accession. Total number of accessions is 3. Seed production in isolation plots in open field. Planting roots in open field in May 2012, Harvest in August/September 2012.
847	51	CGN	2012	Regeneration of Scorzonera (black salsify) with 40-90 plants per accession. Total number of accessions is 9. Root production in open field from March-November 2012.
849	6	PLANTM	2008	Screening by 6 companies associated with Plantum NL, about 20 pl. per acc., inoculating the 3th-4th true leaf with aphids in different stages, scoring after 10-15 days the production and colonisation.
816	6	PLANTM	2006	Screening by 7 companies associated with Plantum NL, about 20 pl. per acc., inoculating the 3th-4th true leaf with aphids in different stages, scoring  production and colonisation after 10-15 days.
826	6	CRABER	2011	Experiments performed by M. Beretta (Univ. of Modena, Italy) at CRA-GPG; 30-60 seeds sown per accession at day 0; Inoculation with a solution of 45000-50000 spores/ml at day 10; Scoring of sporulation at day 20
836	46	WURGAB	2011	Research for Master Thesis Plant Science Group Wageningen UR Plant breeding, Characterization of apple accessions for traits of relevance for organic agriculture, 2012 by Gilad Gabay.
856	40	NUNREU	2008	Resistance test CGMMV, plants inoculated 12 days after sowing by spraying virus with carborundum powder.5 pl/acc. Scoring% pl. with symptoms 5.5 weeks after inoculation. All plants positive for virus in ELISA test 6 weeks after inoculation.
883	16	PLANTM	2015	Seedling tests (2004-) by 9 Plantum NL companies; guiding protocol: Proceedings Eucarpia Leavy Vegetables 2003, pp. 49-54; =30 plants per test if possible; each accession/pathotype combination tested by two different companies.
896	38	PLANTM	2010	Test TSWV1 by 4 companies (2009-2010), 428 acc., 10-40  plants/accession, mechanical inoculation on top of plants with four expanded leaves. Scoring % plants with symptoms, 4 weeks after inoculation. Symptomless plants tested with ELISA.
897	38	PLANTM	2011	Test TSWV1 by 4 companies, 44 acc., 10-40  plants/accession, mechanical inoculation on top of plants with four expanded leaves. Scoring % plants with symptoms, 4 weeks after inoculation. Symptomless plants tested with ELISA.
720	41	BCINTA	1974	Chromosome count in root tip cells. Data from different sources
721	41	PCS	2006	Leaves from 1 plant by M.Jacobs (CBSG project) in Wageningen
722	6	RZWAAN	2002	Screening for Bremia resistance, standard NAKT method, 30 pl. per race per acc., scoring of level of sporulation.
723	38	CGN	2007	Regeneration with 5-11 plants per accession. Total number of accessions is 41. Substrate system. Sowing in January 2007, end of trial in August 2007
724	6	CGN	2007	Field trial. Sowing date 19/3, planting date 25/4, plant distance 30 x 30, 45 plants per object. Location Nergena. 23 Reference varieties.
725	39	RUITER	2007	regeneration of eggplant in greenhouse. 31 accessions, substrate system. 1-10 plants/accession. Total 22 accessions characterized
726	7	CGN	2007	Radish, field trial. Sowing date 05/07/0, in coldframe, sandy soil. Per accession 6 rows of 1 m. Sowing distance between rows: group radish 12.5, group giant radish 25 cm.
727	40	SVSWAG	2007	Regeneration of cucumber on substrate system in greenhouse, 16 accessions, 2-10 plants/accession
728	6	NUNHEM	1999	Screening for resistance against Pemphigus bursarius (Lettuce root aphid 1999;2003), Erysiphe cichoracearum (Powdery mildew 1999;2003-2004), Sclerotinia sclerotiorum (Pink rot 1999-2001;2003-2004) and Bremia lactucae (Downy mildew 2001)
729	38	CPRO	1995	Preference trial California thrips (Frankliniella occidentalis). Soil in insectproof greenhouse. Max. 9 pl./acc. 9000 trips released in greenhouse, May 1995. Symptoms on total number of damaged fruits, scored after 1,2,3 and 4 months.
730	38	CPRO	1995	Resistance tests to Anthracnose (Colletotrichum capsici) 1995-1997. 22 acc. Inoculation method: pricking nearly mature fruits with cocktail pricker dipped in spore suspension of 100.000 sp/ml. Three pricks/fruit, > 100 fruits/accession
731	37	WESEES	2001	Resistance test to Pepino Mosaic Virus (PepMV). 13 accessions. Laboratory test.
732	37	WESEES	2001	Resistance test to Tomato Yellow Leaf Curl Virus (TYLCV) transmitted by white fly. 16 accessions. Plants screened under natural field conditions.
733	37	LHIVP	1995	Roots of 2-3 weeks old seedlings dipped in inoculum 10+7 spores/ml and transplanted in boxes.Races 1 and 2, 1 isolate/race. Split-plot design, 10-15 pl./acc. Score 2 w. after inoc. <10% dis. pl=Res., >75% dis. pl=Sus. (Euphytica 93:145-154
734	40	MARITS	2006	Powdery mildew (Sphaerotheca fuliginea) and downy mildew (Pseudoperonospora cubensis) resistance in cucumber. Disease rating scale according Jenkins-Wehner published in Cucurbit Genetics Cooperative Report No. 6 (1983). 15 accessions
735	37	SYNGEN	2002	Resistance test to Pepino Mosaic Virus (PepMV). 25 accessions. Laboratory test.
736	40	NICZWA	2002	Resistance tests for Corynespora cassiicola, Spaerotheca fuliginea, Cladosporium cucumerinum, CVYV, WMV, CMV in cucumber. Tested during the period 2002-2004, 24 accessions
737	37	RZWAAN	2004	Resistance test to Pepino Mosaic Virus (PepMV). 7 accessions. Laboratory test.
738	37	NOVART	2001	Resistance test to Pepino Mosaic Virus (PepMV). 59 accessions. Laboratory test.
739	37	RZWAAN	2005	Resistance test for Meloidogyne incognita and M. javanica. 3 accessions
740	38	RZWAAN	2003	Resistance test for Tomato Spotted Wilt Virus (TSWV) in capsicum. Greenhouse test with young plants which are inoculated with virus and carborundum powder 28 accessions
741	39	VDIJKE	1999	Potato Cyst Nematodes resistance test in eggplant. 1 accession
742	40	MARITS	2001	Powdery mildew (Sphaerotheca fuliginea), downy mildew (Pseudoperonospora cubensis) and CMV Res. in cucumber. Disease rating scale according Jenkins-Wehner published in Cucurbit Genetics Cooperative Report No. 6 (1983). 2001-2004, 50 acc.
743	40	MARITS	2005	Powdery mildew (Sphaerotheca fuliginea), downy mildew (Pseudoperonospora cubensis) resistance in cucumber. Disease rating scale according Jenkins-Wehner published in Cucurbit Genetics Cooperative Report No. 6 (1983). 2005-2007, 69 acc.
744	38	ENZA	2007	Regeneration with 10 plants per accession. Total number of accessions is 33. Plants in soil in greenhouse. Sowing 1-3-2007, end of trial in August 2007.
745	37	LHIVP	2000	Resistance tests for Cladosporium fulvum, Race 0,  published in thesis of Jair Haanstra, 2000. Inoculation by spores in the two leaf stage. 20 accessions.
746	38	RUITER	1999	Resistance test for Mosaic Virus in pepper, de Ruiter 1999. Leaf inoculation with 4 strains: Tm0, Tm1, Tm2, Tm3. Determination of L genes. 20 accessions
747	40	PLANTM	2003	Resistance test CGMMV, plants inoculated 1 week after sowing by spraying virus with carborundum powder. 5 pl/acc. Scoring % pl. with symptoms 14 weeks after inoculation. All plants positive for virus in ELISA test 4 weeks after inoculation.
749	37	NUNHEM	2007	Regeneration of tomato on substrate system, 25 accessions, average 8 plants/accession, sowing date 15-1-2007, plant date 15-2-2007
750	37	RZWAAN	2007	Regeneration of tomato on soil in greenhouse, 19 accessions, 7 plants/accession, sowing date 7-6-2007, plant date 16-7-2007
751	37	SYNMAR	2007	Regeneration of tomato on soil in plastic greenhouse, 26 accessions, 25 plants/accession, sowing date 13-3-2007, plant date 6-4-2007
748	37	WESTNL	2007	Regeneration of tomato on substrate system, 16 accessions, average 12 plants/accession
752	41	PCS	2008	Sample of leaves from 1 plant / accession in Wageningen
753	4	CGN	2005	Multiplication of Pisum. Location Nergena in Wageningen, sandy soil. Sowing date: 11 April 2005, 96 accessions.
754	4	INRALR	2004	Screening for Aphanomyces euteiches resistance under controlled conditions, using a French isolate, by Marie-Laure Pilet-Nayel. 10-20 plants per accession. For method root rot index scoring scale: Wicker et al, Plant Pathology 2001, p. 437
755	6	CGN	2008	Field trail for characterization of 284 accessions. Sowing date:14-3-2008, planting date 23-4-2008:, planting distance 30x30, 30 plants per accession, Location: Nergena, Wageningen
756	6	CGN	2007	Multiplication in greenhouse, vernalization date wild species: 19-2-2007, sowing date L. sativa: 23-3-2007, planting date: 27-4-2007, planting distance: 30x30 cm, number of plants: 8 for homogeneous and 16 for heterogeneous accessions.
757	17	CGN	2007	Characterisation during multiplication. Shortday onions. Sowing date:5-2-2008, planting date 20-4-2008, planting distance 8x40, 496 plants per number, 13 numbers. Location: Wageningen, Nergena
758	37	SYNGEN	2006	Resisistance test to Pepino Mosaic Virus (PepMV). 30 accessions. Laboratory test.
759	37	UNIVNA	2006	Resistance against Orobanche ramosa, pathovar C. 12 accessions. Indicative plant test. Plants inoculated, the number of fixations of the parasite on 3 pots counted after 9 weeks.
760	37	ENZA	2004	Resisistance test to Pepino Mosaic Virus (PepMV). 27 accessions.
761	38	VILCLA	2007	Resistance test for Tomato Spotted Wilt Virus (TSWV) in Capsicum. Greenhouse test with young plants which are inoculated with virus,  41 accessions.
762	48	SYNMAR	2008	Regeneration of melon with 7-12 plants per accession. Total number of accessions is 43. Plants in soil in greenhouse.  End of trial in June 2008.
763	48	RZWAAN	2008	Regeneration of melon with 10 plants per accession. Total number of accessions is 30. Plants in soil in greenhouse. Sowing date:3-3-2008 Plant date: 12-4-2008.
764	40	CGN	2008	Regeneration of cucumber with 8-10 plants per accession. Total number of accessions is 2. Plants in soil in isolation cage and substrate in greenhouse. Sowing date:april 2008 Harvest date: August 2008.
765	15	CGN	2007	Location Born Wageningen, sandy soil. Characterisation clover in 2007, planting date: 17 August 2006.
766	41	PCS	2009	Sample of leaves from 1 plant / accession in Wageningen
767	37	SHENYA	2007	Resistance tests for Cladosporium fulvum, Race unknown,  at Liaoning academy of agricultural, Shenyang, China , 2007. Inoculation at fourth leaf stage. 16 accessions.
768	37	SHENYA	2007	Fruit setting rate under hot climate conditions (20°C-35°C), 2007 at Liaoning academy of agricultural, Shenyang, China. Average of 3 plants per accession. Percentage of fruits over total number of flowers. 27 accessions.
769	37	SHENYA	2007	Soluble solids (quality) of orange tomatoes. 2007 at Liaoning academy of agricultural, Shenyang, China. 8 accessions.
770	37	WESTNL	2009	Regeneration of tomato with 6-8 plants per accession. Total number of accessions is 22. Substrate system in greenhouse. Harvest in October 2009
771	39	RZWAAN	2009	Regeneration of eggplant with 10-11 plants per accession. Total number of accessions is 16. Plants in soil in plastic tunnel in Turkey.  Harvested in July 2009
772	38	RZWAAN	2009	Regeneration of  pepper with 8 plants per accession. Total number of accessions is 12. Soil in high roof greenhouse. Sowing date:9-12-2008, Planting date: 20-1-2009
773	38	RUITER	2009	Regeneration of  pepper with 7 plants per accession. Total number of accessions is 20. Substrate system in high roof greenhouse. Plant date: 9-1-2009, Harvest in July
774	40	NUNHEM	2009	Regeneration of cucumber with 11-13 plants per accession. Total number of accessions is 26. Substrate system in greenhouse.  Sowing date:10-4-2009, plant date: 4-5-2009
775	40	CGN	2009	Regeneration of hermafrodite cucumber with 10 plants per accession. Total number of accessions is 2. Pots in isolation cage with bumble bees.  Sowing date:13-4-2009, plant date:7-5-2009
776	38	ENZA	2009	Regeneration of pepper with 10-14 plants per accession. Total number of accessions is 25. Soil in greenhouse. Harvest in August 2009
777	7	---CON	2009	Trial for breeding and comparison in Hungary
778	7	NOVART	2001	Sreening for Albugo resistence in cotyl stage of radish
779	2	NDAKOT	2004	Hangzhou, China. Entries in the nurseries were inoculated using the grain spawn method with multiple applications over time beginning at late tillering. Data are mean disease scores of 3 replicates for each entry.
780	1	PLBAI	2010	Screening for resistance to yellow rust (natural infection) and fusarium headblight (inoculation F. culmorum)  in Emmer. Fieldtrial in Radzikow near Warsaw, Poland. See DOI 10.1556/CRC.36.2008.Suppl.B.14, T. Goral et al
781	7	CGN	2010	Characterisation field vegetable turnips, Nergena, Wageningen. Sowing date 28 April 2010. Direct sowing and thinning. Plotsize 2.4 m2, 30 x 15.
782	42	CGN	2010	Characterisation and mulitplication at Nergena, Wageningen. Sowing date 11-06-2009, planting date 18-08-2009
783	7	FSCON	2008	Location: the Netherlands. Seed sown directly in clay - peat soil in April-May 2008
784	7	CGN	2009	Location: Nergena, Wageningen, sandy soil. Characterisation field different Crucifers. Cabbage, sowing date 13 March, planting date: 21 April
785	7	CGN	2009	Location: Nergena, Wageningen, sandy soil. Characterisation field different Crucifers. B. rapa and B. napus.  Sowing date 6 April, planting date: 28 April
786	7	CGN	2009	Location: Nergena, Wageningen, sandy soil. Characterisation field different Crucifers. Eruca sativa.  Sowing date 27 April, planting date: 26 May
787	7	CGN	2009	Location: Nergena, Wageningen, sandy soil. Characterisation field different Crucifers. Borecole. Sowing date 26 June, planting date: 23 July
788	6	MONTA	2009	Determination by spectrophotometry of nitrate content in plants grown in soil with low nitrate content
789	6	INDSOL	2007	Determination ß-carotene content
790	6	INDSOL	2007	Determination iron content
791	6	INDSOL	2007	Screening for resistance against Erwinia carotovora (bacterial soft rot)
792	6	INDSOL	2007	Determination of the time period until marketable maturity
793	4	CGN	2010	Description of seed type and growth habit, based on variety descriptions found in several publications
794	6	CGN	2010	Field trail for the characterization of 189 accessions. Sowing date: 15-3-2010, planting date: 27-4-2010, planting distance 30 cm, 30 plants per accession, Location: Nergena, Wageningen
795	41	PCS	2010	Sample of leaves from 1 plant / accession in Wageningen
808	1	CAASZ	2008	Field trial in China
809	41	AGRICO	2007	Screening for Pa3 cyst nematode resistance by AGRICO
810	41	AGRICO	2006	Screening for Pa3 cyst nematode resistance by AGRICO
811	41	AGRICO	2005	Screening for Pa3 cyst nematode resistance by AGRICO
812	41	AGRICO	2004	Screening for Pa3 cyst nematode resistance by AGRICO
813	41	KARNA	2004	Screening for Pa3 cyst nematode resistance by AVERIS
814	41	AGRICO	2002	Screening for Pa3 cyst nematode resistance by AGRICO
815	41	KARNA	2002	Screening for Pa3 cyst nematode resistance by AVERIS
817	37	CGN	2011	Regeneration of tomato with 8 plants per accession. Total number of accessions is 2. Substrate system in greenhouse. Sowing: June 2011, harvest: September-October 2011.
818	37	RZWDRA	2011	Regeneration of tomato with 4-10 plants per accession. Total number of accessions is 20. Soil in greenhouse with substrate drip irrigation. Sowing  9-6-2011, planting 14-7-2011, harvest: September 2011.
819	37	SYNGRE	2011	Regeneration of tomato with 8-10 plants per accession. Total number of accessions is 61. Substrate system in greenhouse. Sowing begin March, planting: early April, harvest: June 2011.
820	38	CGN	2011	Regeneration of pepper with 7-14 plants per accession. Total number of accessions is 53. Substrate system in greenhouse. Sowing: 28 Januari 2011, planting: 17 March 2011, harvest: September-October 2011.
821	38	NUNHE	2011	Regeneration of pepper with at least 7 plants per accession. Total number of accessions is 21.  Insectfree plastic greenhouse in Murcia Spain.
822	38	RIJKEG	2011	Regeneration of pepper with at least 7 plants per accession. Total number of accessions is 12.  Insectfree greenhouse in Hungary. Sowing in February, harvest between June and September 2011.
823	40	ENZBIN	2011	Regeneration of cucumber with 8-12 plants per accession. Total number of accessions is 10. Substrate system in pots in greenhouse. Harvest: June 2011.
803	7	WURBON	2003	Greenhouse in Wageningen. Sowing time November 2002 and March 2003. See Zhao et al 2005 DOI 10.1007/s00122-005-1967-y and Zhao 2007 ISBN 90-8504-588-6. Vernalized plants had been vernalized after germination for 2 weeks at 4-6 °C
804	7	WURBON	2008	Field experiment in Wageningen. Plants were grown between May and October 2008
805	7	WURBON	2009	Field experiment in Wageningen. Plants were grown between May and October 2009. Vernalized plants had been vernalized after germination for 2 weeks at 5 °C
806	7	APPSAM	2011	Field experiment in Sari city, Mazandaran Province, Iran. Sowing November 2010
807	41	PCS	2011	Sample of leaves from 1 plant / accession in Wageningen
824	40	NUNBEE	2011	Regeneration of cucumber with 12 plants per accession. Total number of accessions is 13. Substrate system in greenhouse. Sowing: 3 June 2011, planting: 29 June 2011, harvest: September 2011.
825	48	SYNALM	2011	Regeneration of melon with 3-20 plants per accession. Total number of accessions is 23. Substrate system; perlite in plastic bags in plastic greenhouse. Sowing date: 2-3 August 2011, planting date:25 August 2011.
852	6	NAKT	2013	Lettuce variety descriptions made available by the Netherlands Inspection Service for Horticulture up and until 2013. Descriptions are included for varieties that matched the CGN accession name.
854	6	INTALE	2010	Common garden experiment on phenological variation for 3 vernalized and 3 untreated plants per L. serriola accession. Experimental details: Alexander JM (2013) Proc R Soc B 280: 20131446. Average data are presented per treatment.
855	37	SAITOM	2011	Resistance test of 13 tomato accessions to Phytophthora infestans, strain Blue_13.  Patho test with six plants per accession. Repeated twice.
871	37	WURHEU	2013	Resistance to Clavibacter michiganensis subsp. michiganensis. Plants in 6th leaf stage inoculated with bacterial strain Cmm 542. 5 plants/accession. Scoring on wilting and and stem canker severity. See: Euphytica (2013) 190:309-317.
872	7	---CON	2010	Glasshouse experiment, temperature 15-16°C, long-day light cycle (16 hours), plants were sown on 1st June 2010.
873	39	CGN	2014	Regeneration of eggplant on substrate system in greenhouse: 4-10 plants per accession, total number of accessions 17. Sowing date 22-3-2013, planting  date 1-4-2014.
874	40	SEMFIT	2014	Regeneration of cucumber on substrate system in greenhouse tunnel: 12 plants per accession, total number of accessions 15.  Sowing date 11-2-2014, planting date 5-3-2014.
875	40	MONSUS	2014	Regeneration of cucumber on rockwool bags substrate system in greenhouse: 11 plants per accession, total number of accessions 11. Sowing date 29-4-2013, planting in June 2014.
876	40	NUNKR	2014	Regeneration of cucumber on rockwool bags substrate system in greenhouse: 10 plants per accession, total number of accessions 10. Sowing date  22-5-2014, planting: week 24 2014.
877	40	RZWVRE	2014	Regeneration of cucumber in rockwool bags substrate system in greenhouse: 5-10 plants per accession, total number of accessions 30. Sowing date 24-1-2014,  planting date 20-2-2014.
878	40	ENZALA	2014	Regeneration of cucumber on rockwool bags substrate system in greenhouse: 10 plants per accession, total number of accessions 10. Sowing date 6-2-2014,  planting in March 2014.
879	38	RIJKDU	2014	Regeneration of pepper in pots with substrate in insectproof greenhouse tunnel in Hungary: 2-10 plants per accession, total number of  accessions 20.  Sowing: 2014.
880	38	MONSUS	2014	Regeneration of pepper on rockwool bags substrate system in insect free greenhouse: 10 plants per accession, total number of accessions 8. Sowing in week 6 2014, planting in week 15 2014.
881	38	COMAV	2014	Regeneration of pepper on soil in insect free tunnel in Carcaixent, Spain: 15 plants per accession, total number of accessions is 84. Sowing in March 2014, Planting in week 18, April, 2014.
882	37	RZWDRA	2014	Regeneration of tomato on subtrate system in insect free greenhouse: 8 plants per accession, total number of accessions 12. Sowing in December 2013, characterisation date: 3-4-2014.
885	40	SEMFIT	2015	Regeneration of cucumber with 4-12 plants per accession. Total number of accessions is 10. Substrate system in greenhouse. Sowing date 11-2-2015, planting date 06-03-2015
886	40	RIJKDU	2015	Regeneration of cucumber with 10 plants per accession. Total number of accessions is 22. Soil with drip irrigation in insectfree greenhouse. Sowing date 23-1-2015, planting date 20-02-2015
887	38	ENZALA	2014	Regeneration of pepper with 7-14 plants per accession. Total number of 24 accessions is. Soil in greenhouse.
888	38	ENZALA	2015	Regeneration of pepper with 7-14 plants per accession. Total number of accessions is 25. Soil in greenhouse. Characterisation date: 5-8-2015
889	38	RIJKDU	2015	Regeneration of pepper with 12 plants per accession. Total number of accessions is 19. Pots with soil in insect free plastic tunnel. Sowing date: week 11, 2015, charactisation date: 14-7-2015
890	38	MONSUS	2015	Regeneration of pepper with 10 plants per accession. Total number of accessions is 4. Rockwool bags substrate system in insect free greenhouse. Sowing date: 28-11-2014, charactisation date: 23-4-2015
891	37	RIJKDU	2015	Regeneration of tomato with 8 plants per accession. Total number of accessions is 17. Subtrate system in insect free greenhouse. Sowing: week 49, 2014, planting date: week 2, 2015, characterisation date:30-4-2015
893	41	AVEROO	2015	Screening for Pa3 cyst nematode resistance by AVERIS
797	6	PLANTM	2006	Screening by 7 companies associated with Plantum NL, standard NAKT method, 30 pl. per race per acc., scoring rate of sporulation, in general seperate scores by two diff. companies per race, using the means when scores not too conflicting.
798	37	CGN	2010	Regeneration of tomato with 10 plants per accession. Total number of accessions is 34. Substrate system in greenhouse. Harvest in October 2010
799	37	RZWDRA	2010	Regeneration of tomato with 5-6 plants per accession. Total number of accessions is 25. Soil greenhouse with substrate drip irrigation. Sowing date:10-6-2010 , plant date:8-7-2010
800	37	SYNGRE	2010	Regeneration of tomato with 7-8 plants per accession. Total number of accessions is 61. Substrate system in greenhouse. Harvest in July 2010
801	38	NUNHEM	2010	Regeneration of  pepper with 8 plants per accession. Total number of accessions is 19. Soil in high roof greenhouse. Sowing date:July 2010 , Planting date:August 2010; Harvest:Januari-March 2011
802	38	ENZA	2010	Regeneration of  pepper with 15 plants per accession. Total number of accessions is 23. Soil in greenhouse. Sowing date:2-3-2010, Planting date: week 16
850	37	EAWLEE	2009	White fly (Bemisia tabaci) resistance test in tomato wild relatives, 15 accessions, no-choise test with clip-on cages at WUR in 2009. Also scoring trichomes type IV per mm-2
851	37	EAWLEE	2008	White fly (Bemisia tabaci) resistance test in tomato wild relatives, 16 accessions, free-choise test in screenhouse at EWSI, Indonesia in 2008, scoring adult whitefly density (whitefly/cm-2) last scoring 37 days after infestation
884	6	---CON	2014	Screening of Bremia resistance by plant breeding company, inoculation 7 days after sowing, scoring of resistance 18 days after sowing
892	38	COMAV	2015	Regeneration of pepper with 7-15 plants per accession. Total number 51 accessions. Pots with soil in insect free plastic tunnel. Sowing date: 2015.
827	41	MEIJER	2000	Sprinkled field trial at Rilland. Inoculation 5 July. Observations 13/7 - 11/8. Initial fast disease development slowed down by hot/dry weather period.
828	41	MEIJER	2001	Sprinkled field trial at Rilland
829	41	MEIJER	2002	Sprinkled field trial at Rilland
830	41	KARNA	2002	Sprinkled field trial at Valthermond
831	41	AGRICO	2002	Sprinkled field trial near Emmeloord
832	41	HZPC	2002	Greenhouse trial, results rather black-white
833	41	AGRICO	2002	Mean crisp suitability of 15 genotypes/acc. after cold storage of tubers.
834	41	RIJOLD	2002	Crisp suitability after cold storage and acclimatization of tubers.
835	41	KARNA	2002	Tubers from 2001 screened for resistance to Potato Wart. Results from these small tubers may be questionable.
837	7	CGN	2012	Characterisation field of giant radish at Nergena, sandy soil. Sowing in trays 17 July, transplanting in the field 2 August, 30 x 20, 40 plants per accession.
848	41	BIRDPB	1981	Chromosome counts in root tip cells at Univ. Birmingham (Prof. Hawkes)
853	52	NAKT	2013	lamb's lettuce variety descriptions made available by the Netherlands Inspection Service for Horticulture up and until 2013. Descriptions are included for varieties that matched the CGN accession name.
857	40	ENZALA	2013	Regeneration of cucumber with 12 plants per accession. Total number of accessions is 9. Substrate system in pots in greenhouse. Sowing date 22-3-2013, Planting date 23-4-2013.
858	40	SEMFIT	2013	Regeneration of cucumber with 12-18 plants per accession. Total number of accessions is 14. Substrate system in greenhouse tunnel. Sowing date 12-2-2013, Planting date 14-3-2013
859	40	MONSUS	2013	Regeneration of cucumber with 10 plants per accession. Total number of accessions is 13. Rockwool bags substrate system in greenhouse. Sowing date 6-9-2013, Planting October 2013.
860	40	NUNPEL	2013	Regeneration of cucumber with 10 plants per accession. Total number of accessions is 18. Rockwool bags substrate system in greenhouse. Sowing May 2013.
861	40	RIJKDU	2013	Regeneration of cucumber with 10 plants per accession. Total number of accessions is 20. Rockwool bags substrate system in greenhouse. Sowing date 18-1-2013,  planting date 15-2-2013.
862	38	CGN	2013	Regeneration of pepper with  8-10  plants per accession. Total number of 19 accessions is . Substrate system in insect free greenhouse. Sowing date: 08-03-2013, Plant date:2-5-2013
863	38	ENZALA	2013	Regeneration of pepper with 12-15 plants per accession. Total number of 24 accessions is. Soil in greenhouse, not insectproof. Sowing date: 2-3-2013, Plant date:29-4-2013.
864	38	SEMFIT	2013	Regeneration of pepper with  6-9  plants per accession. Total number of 7 accessions is. Substrate system in insect free greenhouse tunnel. Sowing date: 23-5-2013, Plant date:28-6-2013
865	38	MONSUS	2013	Regeneration of pepper with 15 plants per accession. Total number of 4 accessions is. Soil in insect free greenhouse tunnel. Sowing date: 9-7-2013, Plant date:22-8-2013.
866	51	CGN	2013	Regeneration of Scorzonera (black salsify) with 35-72 plants per accession. Total number of accessions is 7. Root production in open field from March-December 2013. Sowing date:2-4-2013, planting date:25-4-2013
867	37	ENZALA	2013	Regeneration of tomato with 10 plants per accession. Total number of accessions is 30. Soil in greenhouse, not insect free. Characterisation date:4-7-2013.
868	37	SEMFIT	2013	Regeneration of tomato with 12 plants per accession. Total number of accessions is 15. Soil in insect free greenhouse. sowingdate: 7-2-2013, plantingdate: 26-3-2013, characterisation date:18-7-2013.
